""
"Test Method","Tensile_R_yu.msm"
"Sample I. D.","10-1-304TD1 Hyunjin.mss"
"Specimen Number","10"

"Extension (mm)","Extensometer_A (mm/mm)","Extensometer_T (mm)","Load (kN)"
9.65101,0.19302,0.75991,5.973
9.66595,0.19332,0.76090,5.986
9.68014,0.19360,0.76189,5.978
9.69513,0.19390,0.76284,5.973
9.71003,0.19420,0.76384,5.979
9.72423,0.19448,0.76476,5.969
9.73909,0.19478,0.76578,5.983
9.75376,0.19508,0.76670,5.970
9.76879,0.19538,0.76771,5.972
9.78303,0.19566,0.76871,5.974
9.79809,0.19596,0.76969,5.974
9.81277,0.19626,0.77067,5.978
9.82747,0.19655,0.77167,5.968
9.84250,0.19685,0.77269,5.981
9.85759,0.19715,0.77369,5.975
9.87225,0.19745,0.77465,5.977
9.88707,0.19774,0.77564,5.977
9.90204,0.19804,0.77653,5.971
9.91644,0.19833,0.77754,5.985
9.93156,0.19863,0.77846,5.967
9.94624,0.19892,0.77944,5.980
9.96127,0.19923,0.78036,5.977
9.97563,0.19951,0.78129,5.975
9.99063,0.19981,0.78228,5.982
10.00568,0.20011,0.78323,5.971
10.02060,0.20041,0.78420,5.977
10.03529,0.20071,0.78511,5.970
10.04988,0.20100,0.78612,5.978
10.06480,0.20130,0.78706,5.975
10.08007,0.20160,0.78801,5.979
10.09487,0.20190,0.78897,5.972
10.11012,0.20220,0.78989,5.970
10.12511,0.20250,0.79087,5.972
10.14018,0.20280,0.79178,5.976
10.15549,0.20311,0.79276,5.976
10.16988,0.20340,0.79371,5.973
10.18512,0.20370,0.79465,5.978
10.20009,0.20400,0.79562,5.973
10.21528,0.20431,0.79655,5.964
10.23011,0.20460,0.79749,5.973
10.24463,0.20489,0.79843,5.966
10.25990,0.20520,0.79938,5.970
10.27479,0.20550,0.80033,5.977
10.28991,0.20580,0.80124,5.960
10.30442,0.20609,0.80217,5.968
10.31944,0.20639,0.80306,5.968
10.33409,0.20668,0.80400,5.974
10.34933,0.20699,0.80491,5.965
10.36464,0.20729,0.80588,5.971
10.37932,0.20759,0.80674,5.967
10.39445,0.20789,0.80761,5.969
10.40907,0.20818,0.80859,5.968
10.42422,0.20848,0.80945,5.966
10.43890,0.20878,0.81041,5.978
10.45381,0.20908,0.81127,5.968
10.46887,0.20938,0.81225,5.968
10.48399,0.20968,0.81310,5.966
10.49856,0.20997,0.81405,5.971
10.51313,0.21026,0.81490,5.974
10.52833,0.21057,0.81577,5.964
10.54324,0.21086,0.81668,5.966
10.55776,0.21116,0.81759,5.968
10.57305,0.21146,0.81849,5.968
10.58805,0.21176,0.81939,5.962
10.60301,0.21206,0.82024,5.962
10.61791,0.21236,0.82112,5.971
10.63310,0.21266,0.82203,5.962
10.64814,0.21296,0.82297,5.966
10.66307,0.21326,0.82382,5.961
10.67824,0.21356,0.82467,5.965
10.69293,0.21386,0.82559,5.966
10.70804,0.21416,0.82644,5.953
10.72295,0.21446,0.82738,5.961
10.73807,0.21476,0.82825,5.960
10.75280,0.21506,0.82909,5.966
10.76775,0.21535,0.82999,5.957
10.78281,0.21566,0.83084,5.961
10.79774,0.21595,0.83171,5.964
10.81263,0.21625,0.83261,5.956
10.82765,0.21655,0.83346,5.961
10.84267,0.21685,0.83430,5.949
10.85767,0.21715,0.83521,5.962
10.87267,0.21745,0.83604,5.950
10.88806,0.21776,0.83691,5.955
10.90300,0.21806,0.83778,5.958
10.91815,0.21836,0.83863,5.951
10.93311,0.21866,0.83954,5.952
10.94794,0.21896,0.84046,5.955
10.96282,0.21926,0.84129,5.961
10.97777,0.21956,0.84212,5.952
10.99250,0.21985,0.84298,5.949
11.00739,0.22015,0.84381,5.948
11.02176,0.22044,0.84463,5.950
11.03682,0.22074,0.84545,5.960
11.05184,0.22104,0.84625,5.948
11.06658,0.22133,0.84703,5.957
11.08129,0.22163,0.84783,5.953
11.09617,0.22192,0.84856,5.951
11.11145,0.22223,0.84941,5.952
11.12595,0.22252,0.85012,5.947
11.14115,0.22282,0.85092,5.950
11.15613,0.22312,0.85165,5.941
11.17081,0.22342,0.85238,5.945
11.18583,0.22372,0.85315,5.951
11.20073,0.22401,0.85394,5.948
11.21548,0.22431,0.85466,5.945
11.23032,0.22461,0.85543,5.943
11.24499,0.22490,0.85613,5.948
11.25996,0.22520,0.85687,5.937
11.27429,0.22549,0.85758,5.945
11.28920,0.22578,0.85832,5.933
11.30385,0.22608,0.85900,5.942
11.31861,0.22637,0.85965,5.942
11.33327,0.22667,0.86034,5.938
11.34767,0.22695,0.86105,5.952
11.36236,0.22725,0.86163,5.936
11.37695,0.22754,0.86236,5.943
11.39184,0.22784,0.86294,5.934
11.40661,0.22813,0.86363,5.939
11.42077,0.22842,0.86428,5.939
11.43565,0.22871,0.86484,5.932
11.45017,0.22900,0.86546,5.940
11.46443,0.22929,0.86604,5.930
11.47870,0.22957,0.86667,5.938
11.49356,0.22987,0.86730,5.935
11.50787,0.23016,0.86784,5.926
11.52249,0.23045,0.86843,5.929
11.53649,0.23073,0.86901,5.924
11.55068,0.23101,0.86958,5.930
11.56518,0.23130,0.87015,5.923
11.57980,0.23160,0.87074,5.923
11.59403,0.23188,0.87130,5.920
11.60837,0.23217,0.87184,5.924
11.62266,0.23245,0.87237,5.925
11.63738,0.23275,0.87288,5.916
11.65172,0.23303,0.87348,5.924
11.66626,0.23333,0.87397,5.918
11.68041,0.23361,0.87450,5.917
11.69519,0.23390,0.87496,5.914
11.70939,0.23419,0.87547,5.917
11.72318,0.23446,0.87597,5.918
11.73765,0.23475,0.87650,5.911
11.75207,0.23504,0.87695,5.921
11.76633,0.23533,0.87739,5.906
11.78068,0.23561,0.87780,5.908
11.79461,0.23589,0.87822,5.904
11.80877,0.23618,0.87865,5.914
11.82302,0.23646,0.87901,5.900
11.83729,0.23675,0.87944,5.900
11.85113,0.23702,0.87984,5.903
11.86515,0.23730,0.88021,5.903
11.87947,0.23759,0.88061,5.903
11.89323,0.23786,0.88092,5.896
11.90763,0.23815,0.88135,5.903
11.92184,0.23844,0.88167,5.896
11.93592,0.23872,0.88201,5.898
11.95017,0.23900,0.88236,5.901
11.96416,0.23928,0.88261,5.882
11.97798,0.23956,0.88298,5.893
11.99148,0.23983,0.88327,5.883
12.00565,0.24011,0.88355,5.888
12.01955,0.24039,0.88384,5.885
12.03372,0.24067,0.88410,5.881
12.04709,0.24094,0.88435,5.885
12.06069,0.24121,0.88460,5.878
12.07452,0.24149,0.88485,5.880
12.08851,0.24177,0.88498,5.873
12.10237,0.24205,0.88523,5.878
12.11599,0.24232,0.88542,5.876
12.12994,0.24260,0.88561,5.870
12.14388,0.24288,0.88583,5.878
12.15736,0.24315,0.88594,5.858
12.17118,0.24342,0.88616,5.863
12.18516,0.24370,0.88630,5.850
12.19894,0.24398,0.88647,5.860
12.21256,0.24425,0.88657,5.852
12.22630,0.24453,0.88671,5.852
12.23975,0.24479,0.88685,5.855
12.25345,0.24507,0.88693,5.838
12.26647,0.24533,0.88708,5.843
12.28009,0.24560,0.88714,5.834
12.29308,0.24586,0.88724,5.838
12.30624,0.24612,0.88730,5.830
12.31912,0.24638,0.88739,5.829
12.33241,0.24665,0.88751,5.823
12.34532,0.24691,0.88752,5.814
12.35851,0.24717,0.88762,5.824
12.37135,0.24743,0.88760,5.808
12.38427,0.24769,0.88779,5.808
12.39756,0.24795,0.88776,5.803
12.41064,0.24821,0.88780,5.800
12.42346,0.24847,0.88788,5.802
12.43680,0.24874,0.88785,5.786
12.44982,0.24900,0.88792,5.795
12.46279,0.24926,0.88794,5.780
12.47558,0.24951,0.88798,5.780
12.48849,0.24977,0.88801,5.768
12.50126,0.25003,0.88800,5.773
12.51386,0.25028,0.88811,5.764
12.52698,0.25054,0.88804,5.755
12.53967,0.25079,0.88808,5.755
12.55227,0.25105,0.88805,5.742
12.56489,0.25130,0.88810,5.757
12.57742,0.25155,0.88804,5.735
12.58983,0.25180,0.88809,5.731
12.60244,0.25205,0.88812,5.720
12.61493,0.25230,0.88808,5.718
12.62729,0.25255,0.88808,5.714
12.63997,0.25280,0.88802,5.699
12.65200,0.25304,0.88811,5.701
12.66438,0.25329,0.88804,5.682
12.67681,0.25354,0.88804,5.681
12.68898,0.25378,0.88811,5.672
12.70170,0.25403,0.88807,5.660
12.71372,0.25427,0.88808,5.670
12.72622,0.25452,0.88803,5.648
12.73874,0.25477,0.88807,5.649
12.75100,0.25502,0.88801,5.634
12.76287,0.25526,0.88800,5.631
12.77492,0.25550,0.88804,5.624
12.78738,0.25575,0.88795,5.611
12.79911,0.25598,0.88797,5.601
12.81126,0.25623,0.88786,5.583
12.82310,0.25646,0.88794,5.579
12.83496,0.25670,0.88790,5.571
12.84690,0.25694,0.88789,5.559
12.85881,0.25718,0.88790,5.542
12.87117,0.25742,0.88778,5.528
12.88242,0.25765,0.88792,5.526
12.89502,0.25790,0.88772,5.507
12.90663,0.25813,0.88781,5.505
12.91880,0.25838,0.88779,5.479
12.93116,0.25862,0.88753,5.470
12.94260,0.25885,0.88787,5.454
12.95550,0.25911,0.88761,5.426
12.96742,0.25935,0.88754,5.422
12.97861,0.25957,0.88783,5.399
12.99172,0.25983,0.88748,5.392
13.00375,0.26007,0.88747,5.362
13.01565,0.26031,0.88748,5.348
13.02753,0.26055,0.88744,5.328


